Strong's Number,Original Word,Testament,Has English,Has Telugu,Part of Speech,Gloss/Note
G4720,"Στάχυς",Greek (NT),No,No,,""
G4721,"στέγη",Greek (NT),No,No,,""
G4722,"στέγω",Greek (NT),No,No,,""
G4723,"στείρος",Greek (NT),No,No,,""
G4724,"στέλλω",Greek (NT),No,No,,""
G4725,"στέμμα",Greek (NT),No,No,,""
G4726,"στεναγμός",Greek (NT),No,No,,""
G4727,"στενάζω",Greek (NT),No,No,,""
G4728,"στενός",Greek (NT),No,No,,""
G4729,"στενοχωρέω",Greek (NT),No,No,,""
G4730,"στενοχωρία",Greek (NT),No,No,,""
G4731,"στερεός",Greek (NT),No,No,,""
G4732,"στερεόω",Greek (NT),No,No,,""
G4733,"στερέωμα",Greek (NT),No,No,,""
G4734,"Στεφανᾶς",Greek (NT),No,No,,""
G4735,"στέφανος",Greek (NT),No,Yes,,""
G4736,"Στέφανος",Greek (NT),No,No,,""
G4737,"στεφανόω",Greek (NT),No,No,,""
G4738,"στῆθος",Greek (NT),No,No,,""
G4739,"στήκω",Greek (NT),No,No,,""
G4740,"στηριγμός",Greek (NT),No,No,,""
G4741,"στηρίζω",Greek (NT),No,No,,""
G4742,"στίγμα",Greek (NT),No,No,,""
G4743,"στιγμή",Greek (NT),No,No,,""
G4744,"στίλβω",Greek (NT),No,No,,""
G4745,"στοά",Greek (NT),No,No,,""
G4746,"στοιβάς",Greek (NT),No,No,,""
G4747,"στοιχεῖον",Greek (NT),No,No,,""
G4748,"στοιχέω",Greek (NT),No,No,,""
G4749,"στολή",Greek (NT),No,No,,""
G4750,"στόμα",Greek (NT),No,Yes,,""
G4751,"στόμαχος",Greek (NT),No,No,,""
G4752,"στρατεία",Greek (NT),No,No,,""
G4753,"στράτευμα",Greek (NT),No,No,,""
G4754,"στρατεύομαι",Greek (NT),No,No,,""
G4755,"στρατηγός",Greek (NT),No,No,,""
G4756,"στρατιά",Greek (NT),No,No,,""
G4757,"στρατιώτης",Greek (NT),No,No,,""
G4758,"στρατολογέω",Greek (NT),No,No,,""
G4759,"στρατοπεδάρχης",Greek (NT),No,No,,""
G4760,"στρατόπεδον",Greek (NT),No,No,,""
G4761,"στρεβλόω",Greek (NT),No,No,,""
G4762,"στρέφω",Greek (NT),No,No,,""
G4763,"στρηνιάω",Greek (NT),No,No,,""
G4764,"στρῆνος",Greek (NT),No,No,,""
G4765,"στρουθίον",Greek (NT),No,No,,""
G4766,"στρωννύω",Greek (NT),No,No,,""
G4767,"στυγνητός",Greek (NT),No,No,,""
G4768,"στυγνάζω",Greek (NT),No,No,,""
G4769,"στῦλος",Greek (NT),No,No,,""
G4770,"Στωϊκός",Greek (NT),No,No,,""
G4771,"σύ",Greek (NT),No,No,,""
G4772,"συγγένεια",Greek (NT),No,No,,""
G4773,"συγγενής",Greek (NT),No,No,,""
G4774,"συγγνώμη",Greek (NT),No,No,,""
G4775,"συγκάθημαι",Greek (NT),No,No,,""
G4776,"συγκαθίζω",Greek (NT),No,No,,""
G4777,"συγκακοπαθέω",Greek (NT),No,No,,""
G4778,"συγκακουχέω",Greek (NT),No,No,,""
G4779,"συγκαλέω",Greek (NT),No,No,,""
G4780,"συγκαλύπτω",Greek (NT),No,No,,""
G4781,"συγκάμπτω",Greek (NT),No,No,,""
G4782,"συγκαταβαίνω",Greek (NT),No,No,,""
G4783,"συγκατάθεσις",Greek (NT),No,No,,""
G4784,"συγκατατίθεμαι",Greek (NT),No,No,,""
G4785,"συγκαταψηφίζω",Greek (NT),No,No,,""
G4786,"συγκεράννυμι",Greek (NT),No,No,,""
G4787,"συγκινέω",Greek (NT),No,No,,""
G4788,"συγκλείω",Greek (NT),No,No,,""
G4789,"συγκληρονόμος",Greek (NT),No,No,,""
G4790,"συγκοινωνέω",Greek (NT),No,No,,""
G4791,"συγκοινωνός",Greek (NT),No,No,,""
G4792,"συγκομίζω",Greek (NT),No,No,,""
G4793,"συγκρίνω",Greek (NT),No,No,,""
G4794,"συγκύπτω",Greek (NT),No,No,,""
G4795,"συγκυρία",Greek (NT),No,No,,""
G4796,"συγχαίρω",Greek (NT),No,No,,""
G4797,"συγχύνω",Greek (NT),No,No,,""
G4798,"συγχράομαι",Greek (NT),No,No,,""
G4799,"σύγχυσις",Greek (NT),No,No,,""
G4800,"συζάω",Greek (NT),No,No,,""
G4801,"συζεύγνυμι",Greek (NT),No,No,,""
G4802,"συζητέω",Greek (NT),No,No,,""
G4803,"συζήτησις",Greek (NT),No,No,,""
G4804,"συζητητής",Greek (NT),No,No,,""
G4805,"σύζυγος",Greek (NT),No,No,,""
G4806,"συζωοποιέω",Greek (NT),No,No,,""
G4807,"συκάμινος",Greek (NT),No,No,,""
G4808,"συκῆ",Greek (NT),No,No,,""
G4809,"συκομωραία",Greek (NT),No,No,,""
G4810,"σῦκον",Greek (NT),No,No,,""
G4811,"συκοφαντέω",Greek (NT),No,No,,""
G4812,"συλαγωγέω",Greek (NT),No,No,,""
G4813,"συλάω",Greek (NT),No,No,,""
G4814,"συλλαλέω",Greek (NT),No,No,,""
G4815,"συλλαμβάνω",Greek (NT),No,No,,""
G4816,"συλλέγω",Greek (NT),No,No,,""
G4817,"συλλογίζομαι",Greek (NT),No,No,,""
G4818,"συλλυπέω",Greek (NT),No,No,,""
G4819,"συμβαίνω",Greek (NT),No,No,,""
G4820,"συμβάλλω",Greek (NT),No,No,,""
G4821,"συμβασιλεύω",Greek (NT),No,No,,""
G4822,"συμβιβάζω",Greek (NT),No,No,,""
G4823,"συμβουλεύω",Greek (NT),No,No,,""
G4824,"συμβούλιον",Greek (NT),No,No,,""
G4825,"σύμβουλος",Greek (NT),No,No,,""
G4826,"Συμεών",Greek (NT),No,No,,""
G4827,"συμμαθητής",Greek (NT),No,No,,""
G4828,"συμμαρτυρέω",Greek (NT),No,No,,""
G4829,"συμμερίζομαι",Greek (NT),No,No,,""
G4830,"συμμέτοχος",Greek (NT),No,No,,""
G4831,"συμμιμητής",Greek (NT),No,No,,""
G4832,"σύμμορφος",Greek (NT),No,No,,""
G4833,"συμμορφόω",Greek (NT),No,No,,""
G4834,"συμπαθέω",Greek (NT),No,No,,""
G4835,"συμπαθής",Greek (NT),No,No,,""
G4836,"συμπαραγίνομαι",Greek (NT),No,No,,""
G4837,"συμπαρακαλέω",Greek (NT),No,No,,""
G4838,"συμπαραλαμβάνω",Greek (NT),No,No,,""
G4839,"συμπαραμένω",Greek (NT),No,No,,""
G4840,"συμπάρειμι",Greek (NT),No,No,,""
G4841,"συμπάσχω",Greek (NT),No,No,,""
G4842,"συμπέμπω",Greek (NT),No,No,,""
G4843,"συμπεριλαμβάνω",Greek (NT),No,No,,""
G4844,"συμπίνω",Greek (NT),No,No,,""
G4845,"συμπληρόω",Greek (NT),No,No,,""
G4846,"συμπνίγω",Greek (NT),No,No,,""
G4847,"συμπολίτης",Greek (NT),No,No,,""
G4848,"συμπορεύομαι",Greek (NT),No,No,,""
G4849,"συμπόσιον",Greek (NT),No,No,,""
G4850,"συμπρεσβύτερος",Greek (NT),No,No,,""
G4851,"συμφέρω",Greek (NT),No,No,,""
G4852,"σύμφημι",Greek (NT),No,No,,""
G4853,"συμφυλέτης",Greek (NT),No,No,,""
G4854,"σύμφυτος",Greek (NT),No,No,,""
G4855,"συμφύω",Greek (NT),No,No,,""
G4856,"συμφωνέω",Greek (NT),No,No,,""
G4857,"συμφώνησις",Greek (NT),No,No,,""
G4858,"συμφωνία",Greek (NT),No,No,,""
G4859,"σύμφωνος",Greek (NT),No,No,,""
G4860,"συμψηφίζω",Greek (NT),No,No,,""
G4861,"σύμψυχος",Greek (NT),No,No,,""
G4862,"σύν",Greek (NT),No,No,,""
G4863,"συνάγω",Greek (NT),No,No,,""
G4864,"συναγωγή",Greek (NT),No,No,,""
G4865,"συναγωνίζομαι",Greek (NT),No,No,,""
G4866,"συναθλέω",Greek (NT),No,No,,""
G4867,"συναθροίζω",Greek (NT),No,No,,""
G4868,"συναίρω",Greek (NT),No,No,,""
G4869,"συναιχμάλωτος",Greek (NT),No,No,,""
G4870,"συνακολουθέω",Greek (NT),No,No,,""
G4871,"συναλίζω",Greek (NT),No,No,,""
G4872,"συναναβαίνω",Greek (NT),No,No,,""
G4873,"συνανάκειμαι",Greek (NT),No,No,,""
G4874,"συναναμίγνυμι",Greek (NT),No,No,,""
G4875,"συναναπαύομαι",Greek (NT),No,No,,""
G4876,"συναντάω",Greek (NT),No,No,,""
G4877,"συνάντησις",Greek (NT),No,No,,""
G4878,"συναντιλαμβάνομαι",Greek (NT),No,No,,""
G4879,"συναπάγω",Greek (NT),No,No,,""
G4880,"συναποθνήσκω",Greek (NT),No,No,,""
G4881,"συναπόλλυμι",Greek (NT),No,No,,""
G4882,"συναποστέλλω",Greek (NT),No,No,,""
G4883,"συναρμολογέω",Greek (NT),No,No,,""
G4884,"συναρπάζω",Greek (NT),No,No,,""
G4885,"συναυξάνω",Greek (NT),No,No,,""
G4886,"σύνδεσμος",Greek (NT),No,No,,""
G4887,"συνδέω",Greek (NT),No,No,,""
G4888,"συνδοξάζω",Greek (NT),No,No,,""
G4889,"σύνδουλος",Greek (NT),No,No,,""
G4890,"συνδρομή",Greek (NT),No,No,,""
G4891,"συνεγείρω",Greek (NT),No,No,,""
G4892,"συνέδριον",Greek (NT),No,No,,""
G4893,"συνείδησις",Greek (NT),No,No,,""
G4894,"συνείδω",Greek (NT),No,No,,""
G4895,"σύνειμι",Greek (NT),No,No,,""
G4896,"σύνειμι",Greek (NT),No,No,,""
G4897,"συνεισέρχομαι",Greek (NT),No,No,,""
G4898,"συνέκδημος",Greek (NT),No,No,,""
G4899,"συνεκλεκτός",Greek (NT),No,No,,""
G4900,"συνελαύνω",Greek (NT),No,No,,""
G4901,"συνεπιμαρτυρέω",Greek (NT),No,No,,""
G4902,"συνέπομαι",Greek (NT),No,No,,""
G4903,"συνεργέω",Greek (NT),No,No,,""
G4904,"συνεργός",Greek (NT),No,No,,""
G4905,"συνέρχομαι",Greek (NT),No,No,,""
G4906,"συνεσθίω",Greek (NT),No,No,,""
G4907,"σύνεσις",Greek (NT),No,No,,""
G4908,"συνετός",Greek (NT),No,No,,""
G4909,"συνευδοκέω",Greek (NT),No,No,,""
G4910,"συνευωχέω",Greek (NT),No,No,,""
G4911,"συνεφίστημι",Greek (NT),No,No,,""
G4912,"συνέχω",Greek (NT),No,No,,""
G4913,"συνήδομαι",Greek (NT),No,No,,""
G4914,"συνήθεια",Greek (NT),No,No,,""
G4915,"συνηλικιώτης",Greek (NT),No,No,,""
G4916,"συνθάπτω",Greek (NT),No,No,,""
G4917,"συνθλάω",Greek (NT),No,No,,""
G4918,"συνθλίβω",Greek (NT),No,No,,""
G4919,"συνθρύπτω",Greek (NT),No,No,,""
G4920,"συνίημι",Greek (NT),No,No,,""
G4921,"συνίστημι",Greek (NT),No,No,,""
G4922,"συνοδεύω",Greek (NT),No,No,,""
G4923,"συνοδία",Greek (NT),No,No,,""
G4924,"συνοικέω",Greek (NT),No,No,,""
G4925,"συνοικοδομέω",Greek (NT),No,No,,""
G4926,"συνομιλέω",Greek (NT),No,No,,""
G4927,"συνομορέω",Greek (NT),No,No,,""
G4928,"συνοχή",Greek (NT),No,No,,""
G4929,"συντάσσω",Greek (NT),No,No,,""
G4930,"συντέλεια",Greek (NT),No,No,,""
G4931,"συντελέω",Greek (NT),No,No,,""
G4932,"συντέμνω",Greek (NT),No,No,,""
G4933,"συντηρέω",Greek (NT),No,No,,""
G4934,"συντίθεμαι",Greek (NT),No,No,,""
G4935,"συντόμως",Greek (NT),No,No,,""
G4936,"συντρέχω",Greek (NT),No,No,,""
G4937,"συντρίβω",Greek (NT),No,No,,""
G4938,"σύντριμμα",Greek (NT),No,No,,""
G4939,"σύντροφος",Greek (NT),No,No,,""
G4940,"συντυγχάνω",Greek (NT),No,No,,""
G4941,"Συντύχη",Greek (NT),No,No,,""
G4942,"συνυποκρίνομαι",Greek (NT),No,No,,""
G4943,"συνυπουργέω",Greek (NT),No,No,,""
G4944,"συνωδίνω",Greek (NT),No,No,,""
G4945,"συνωμοσία",Greek (NT),No,No,,""
G4946,"Συράκουσαι",Greek (NT),No,No,,""
G4947,"Συρία",Greek (NT),No,No,,""
G4948,"Σύρος",Greek (NT),No,No,,""
G4949,"Συροφοίνισσα",Greek (NT),No,No,,""
G4950,"σύρτις",Greek (NT),No,No,,""
G4951,"σύρω",Greek (NT),No,No,,""
G4952,"συσπαράσσω",Greek (NT),No,No,,""
G4953,"σύσσημον",Greek (NT),No,No,,""
G4954,"σύσσωμος",Greek (NT),No,No,,""
G4955,"συστασιαστής",Greek (NT),No,No,,""
G4956,"συστατικός",Greek (NT),No,No,,""
G4957,"συσταυρόω",Greek (NT),No,No,,""
G4958,"συστέλλω",Greek (NT),No,No,,""
G4959,"συστενάζω",Greek (NT),No,No,,""
G4960,"συστοιχέω",Greek (NT),No,No,,""
G4961,"συστρατιώτης",Greek (NT),No,No,,""
G4962,"συστρέφω",Greek (NT),No,No,,""
G4963,"συστροφή",Greek (NT),No,No,,""
G4964,"συσχηματίζω",Greek (NT),No,No,,""
G4965,"Συχάρ",Greek (NT),No,No,,""
G4966,"Συχέμ",Greek (NT),No,No,,""
G4967,"σφαγή",Greek (NT),No,No,,""
G4968,"σφάγιον",Greek (NT),No,No,,""
G4969,"σφάζω",Greek (NT),No,No,,""
G4970,"σφόδρα",Greek (NT),No,No,,""
G4971,"σφοδρῶς",Greek (NT),No,No,,""
G4972,"σφραγίζω",Greek (NT),No,No,,""
G4973,"σφραγίς",Greek (NT),No,No,,""
G4974,"σφυρόν",Greek (NT),No,No,,""
G4975,"σχεδόν",Greek (NT),No,No,,""
G4976,"σχῆμα",Greek (NT),No,No,,""
G4977,"σχίζω",Greek (NT),No,No,,""
G4978,"σχίσμα",Greek (NT),No,No,,""
G4979,"σχοινίον",Greek (NT),No,No,,""
G4980,"σχολάζω",Greek (NT),No,No,,""
G4981,"σχολή",Greek (NT),No,No,,""
G4982,"σώζω",Greek (NT),No,Yes,,""
G4983,"σῶμα",Greek (NT),No,Yes,,""
G4984,"σωματικός",Greek (NT),No,No,,""
G4985,"σωματικῶς",Greek (NT),No,No,,""
G4986,"Σώπατρος",Greek (NT),No,No,,""
G4987,"σωρεύω",Greek (NT),No,No,,""
G4988,"Σωσθένης",Greek (NT),No,No,,""
G4989,"Σωσίπατρος",Greek (NT),No,No,,""
G4990,"σωτήρ",Greek (NT),No,No,,""
G4991,"σωτηρία",Greek (NT),No,Yes,,""
G4992,"σωτήριον",Greek (NT),No,No,,""
G4993,"σωφρονέω",Greek (NT),No,No,,""
G4994,"σωφρονίζω",Greek (NT),No,No,,""
G4995,"σωφρονισμός",Greek (NT),No,No,,""
G4996,"σωφρόνως",Greek (NT),No,No,,""
G4997,"σωφροσύνη",Greek (NT),No,No,,""
G4998,"σώφρων",Greek (NT),No,No,,""
G4999,"Ταβέρναι",Greek (NT),No,No,,""
G5000,"Ταβιθά",Greek (NT),No,No,,""
G5001,"τάγμα",Greek (NT),No,No,,""
G5002,"τακτός",Greek (NT),No,No,,""
G5003,"ταλαιπωρέω",Greek (NT),No,No,,""
G5004,"ταλαιπωρία",Greek (NT),No,No,,""
G5005,"ταλαίπωρος",Greek (NT),No,No,,""
G5006,"ταλαντιαῖος",Greek (NT),No,No,,""
G5007,"τάλαντον",Greek (NT),No,No,,""
G5008,"ταλιθά",Greek (NT),No,No,,""
G5009,"ταμεῖον",Greek (NT),No,No,,""
G5010,"τάξις",Greek (NT),No,No,,""
G5011,"ταπεινός",Greek (NT),No,No,,""
G5012,"ταπεινοφροσύνη",Greek (NT),No,No,,""
G5013,"ταπεινόω",Greek (NT),No,No,,""
G5014,"ταπείνωσις",Greek (NT),No,No,,""
G5015,"ταράσσω",Greek (NT),No,No,,""
G5016,"ταραχή",Greek (NT),No,No,,""
G5017,"τάραχος",Greek (NT),No,No,,""
G5018,"Ταρσεύς",Greek (NT),No,No,,""
G5019,"Ταρσός",Greek (NT),No,No,,""
G5020,"ταρταρόω",Greek (NT),No,No,,""
G5021,"τάσσω",Greek (NT),No,No,,""
G5022,"ταῦρος",Greek (NT),No,No,,""
G5023,"ταῦτα",Greek (NT),No,No,,""
G5024,"ταὐτά",Greek (NT),No,No,,""
G5025,"ταύτας",Greek (NT),No,No,,""
G5026,"ταύτης",Greek (NT),No,No,,""
G5027,"ταφή",Greek (NT),No,No,,""
G5028,"τάφος",Greek (NT),No,No,,""
G5029,"τάχα",Greek (NT),No,No,,""
G5030,"ταχέως",Greek (NT),No,No,,""
G5031,"ταχινός",Greek (NT),No,No,,""
G5032,"τάχιον",Greek (NT),No,No,,""
G5033,"τάχιστα",Greek (NT),No,No,,""
G5034,"τάχος",Greek (NT),No,No,,""
G5035,"ταχύ",Greek (NT),No,No,,""
G5036,"ταχύς",Greek (NT),No,No,,""
G5037,"τέ",Greek (NT),No,No,,""
G5038,"τεῖχος",Greek (NT),No,No,,""
G5039,"τεκμήριον",Greek (NT),No,No,,""
G5040,"τεκνίον",Greek (NT),No,No,,""
G5041,"τεκνογονέω",Greek (NT),No,No,,""
G5042,"τεκνογονία",Greek (NT),No,No,,""
G5043,"τέκνον",Greek (NT),No,Yes,,""
G5044,"τεκνοτροφέω",Greek (NT),No,No,,""
G5045,"τέκτων",Greek (NT),No,No,,""
G5046,"τέλειος",Greek (NT),No,Yes,,""
G5047,"τελειότης",Greek (NT),No,No,,""
G5048,"τελειόω",Greek (NT),No,Yes,,""
G5049,"τελείως",Greek (NT),No,No,,""
G5050,"τελείωσις",Greek (NT),No,No,,""
G5051,"τελειωτής",Greek (NT),No,No,,""
G5052,"τελεσφορέω",Greek (NT),No,No,,""
G5053,"τελευτάω",Greek (NT),No,No,,""
G5054,"τελευτή",Greek (NT),No,No,,""
G5055,"τελέω",Greek (NT),No,No,,""
G5056,"τέλος",Greek (NT),No,No,,""
G5057,"τελώνης",Greek (NT),No,No,,""
G5058,"τελώνιον",Greek (NT),No,No,,""
G5059,"τέρας",Greek (NT),No,No,,""
G5060,"Τέρτιος",Greek (NT),No,No,,""
G5061,"Τέρτυλλος",Greek (NT),No,No,,""
G5062,"τεσσαράκοντα",Greek (NT),No,No,,""
G5063,"τεσσαρακονταετής",Greek (NT),No,No,,""
G5064,"τέσσαρα",Greek (NT),No,No,,""
G5065,"τεσσαρεσκαιδέκατος",Greek (NT),No,No,,""
G5066,"τεταρταῖος",Greek (NT),No,No,,""
G5067,"τέταρτος",Greek (NT),No,No,,""
G5068,"τετράγωνος",Greek (NT),No,No,,""
G5069,"τετράδιον",Greek (NT),No,No,,""
G5070,"τετρακισχίλιοι",Greek (NT),No,No,,""
G5071,"τετρακόσια",Greek (NT),No,No,,""
G5072,"τετράμηνον",Greek (NT),No,No,,""
G5073,"τετραπλόος",Greek (NT),No,No,,""
G5074,"τετράπους",Greek (NT),No,No,,""
G5075,"τετραρχέω",Greek (NT),No,No,,""
G5076,"τετράρχης",Greek (NT),No,No,,""
G5077,"τεφρόω",Greek (NT),No,No,,""
G5078,"τέχνη",Greek (NT),No,No,,""
G5079,"τεχνίτης",Greek (NT),No,No,,""
G5080,"τήκω",Greek (NT),No,No,,""
G5081,"τηλαυγῶς",Greek (NT),No,No,,""
G5082,"τηλικαύτη",Greek (NT),No,No,,""
G5083,"τηρέω",Greek (NT),No,Yes,,""
G5084,"τήρησις",Greek (NT),No,No,,""
G5085,"Τιβεριάς",Greek (NT),No,No,,""
G5086,"Τιβέριος",Greek (NT),No,No,,""
G5087,"τίθημι",Greek (NT),No,Yes,,""
G5088,"τίκτω",Greek (NT),No,No,,""
G5089,"τίλλω",Greek (NT),No,No,,""
G5090,"Τιμαῖος",Greek (NT),No,No,,""
G5091,"τιμάω",Greek (NT),No,No,,""
G5092,"τιμή",Greek (NT),No,No,,""
G5093,"τιμιώτατος",Greek (NT),No,No,,""
G5094,"τιμιότης",Greek (NT),No,No,,""
G5095,"Τιμόθεος",Greek (NT),No,No,,""
G5096,"Τίμων",Greek (NT),No,No,,""
G5097,"τιμωρέω",Greek (NT),No,No,,""
G5098,"τιμωρία",Greek (NT),No,No,,""
G5099,"τίνω",Greek (NT),No,No,,""
G5100,"τὶς",Greek (NT),No,No,,""
G5101,"τίς",Greek (NT),No,No,,""
G5102,"τίτλος",Greek (NT),No,No,,""
G5103,"Τίτος",Greek (NT),No,No,,""
G5104,"τοί",Greek (NT),No,No,,""
G5105,"τοιγαροῦν",Greek (NT),No,No,,""
G5106,"τοίνυν",Greek (NT),No,No,,""
G5107,"τοιόσδε",Greek (NT),No,No,,""
G5108,"τοιοῦτος",Greek (NT),No,No,,""
G5109,"τοῖχος",Greek (NT),No,No,,""
G5110,"τόκος",Greek (NT),No,No,,""
G5111,"τολμάω",Greek (NT),No,No,,""
G5112,"τολμηρότερον",Greek (NT),No,No,,""
G5113,"τολμητής",Greek (NT),No,No,,""
G5114,"τομώτερος",Greek (NT),No,No,,""
G5115,"τόξον",Greek (NT),No,No,,""
G5116,"τοπάζιον",Greek (NT),No,No,,""
G5117,"τόπος",Greek (NT),No,Yes,,""
G5118,"τοσοῦτος",Greek (NT),No,No,,""
G5119,"τότε",Greek (NT),No,No,,""
G5120,"τοῦ",Greek (NT),No,No,,""
G5121,"τοὐναντίον",Greek (NT),No,No,,""
G5122,"τοὔνομα",Greek (NT),No,No,,""
G5123,"τουτέστι",Greek (NT),No,No,,""
G5124,"τοῦτο",Greek (NT),No,No,,""
G5125,"τούτοις",Greek (NT),No,No,,""
G5126,"τοῦτον",Greek (NT),No,No,,""
G5127,"τούτου",Greek (NT),No,No,,""
G5128,"τούτους",Greek (NT),No,No,,""
G5129,"τούτῳ",Greek (NT),No,No,,""
G5130,"τούτων",Greek (NT),No,No,,""
G5131,"τράγος",Greek (NT),No,No,,""
G5132,"τράπεζα",Greek (NT),No,No,,""
G5133,"τραπεζίτης",Greek (NT),No,No,,""
G5134,"τραῦμα",Greek (NT),No,No,,""
G5135,"τραυματίζω",Greek (NT),No,No,,""
G5136,"τραχηλίζω",Greek (NT),No,No,,""
G5137,"τράχηλος",Greek (NT),No,No,,""
G5138,"τραχύς",Greek (NT),No,No,,""
G5139,"Τραχωνῖτις",Greek (NT),No,No,,""
G5140,"τρία",Greek (NT),No,No,,""
G5141,"τρέμω",Greek (NT),No,No,,""
G5142,"τρέφω",Greek (NT),No,No,,""
G5143,"τρέχω",Greek (NT),No,No,,""
G5144,"τριάκοντα",Greek (NT),No,No,,""
G5145,"τριακόσιοι",Greek (NT),No,No,,""
G5146,"τρίβολος",Greek (NT),No,No,,""
G5147,"τρίβος",Greek (NT),No,No,,""
G5148,"τριετία",Greek (NT),No,No,,""
G5149,"τρίζω",Greek (NT),No,No,,""
G5150,"τρίμηνον",Greek (NT),No,No,,""
G5151,"τρίς",Greek (NT),No,No,,""
G5152,"τρίστεγον",Greek (NT),No,No,,""
G5153,"τρισχίλιοι",Greek (NT),No,No,,""
G5154,"τρίτος",Greek (NT),No,No,,""
G5155,"τρίχινος",Greek (NT),No,No,,""
G5156,"τρόμος",Greek (NT),No,No,,""
G5157,"τροπή",Greek (NT),No,No,,""
G5158,"τρόπος",Greek (NT),No,No,,""
G5159,"τροποφορέω",Greek (NT),No,No,,""
G5160,"τροφή",Greek (NT),No,No,,""
G5161,"Τρόφιμος",Greek (NT),No,No,,""
G5162,"τροφός",Greek (NT),No,No,,""
